"measure","diagnosis_code","diagnosis","series_group","sex","duration_years","year","period","estimate","lower","upper","unit","source_output"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2003,"Historical",94,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2004,"Historical",124,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2005,"Historical",107,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2006,"Historical",122,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2007,"Historical",129,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2008,"Historical",145,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2009,"Historical",141,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2010,"Historical",163,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2011,"Historical",153,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2012,"Historical",149,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2013,"Historical",179,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2014,"Historical",181,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2015,"Historical",175,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2016,"Historical",189,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2017,"Historical",232,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2018,"Historical",201,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2019,"Historical",244,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2020,"Historical",248,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2021,"Historical",189,,,"people diagnosed","output/incidence_historical_asr.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2022,"Projected",223.015666709932,202.116319310105,247.956070098518,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2023,"Projected",233.362116954231,211.827342581863,259.801133510698,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2024,"Projected",243.674247554323,221.167680291942,271.581359520655,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2025,"Projected",254.552667539246,230.614709315076,283.116926361012,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2026,"Projected",266.587997788911,240.214615540164,297.254042564605,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2027,"Projected",278.999596376479,249.684649251987,312.893722830374,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2028,"Projected",290.949362160363,258.716656919091,328.274523793145,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2029,"Projected",302.658931196996,267.977208687298,342.310154877715,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2030,"Projected",313.258559055873,276.310423204454,356.180667957048,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2031,"Projected",322.937154541444,283.120012049066,369.729085429583,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2032,"Projected",331.172342766111,287.708897159929,380.656272206761,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2033,"Projected",337.993916700516,291.32408458921,392.177911526555,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2034,"Projected",344.947999470924,295.213179284105,402.931760935557,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2035,"Projected",351.550565641682,298.842735439589,413.808683373744,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2036,"Projected",358.799794066038,303.030698444341,426.468988025101,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2037,"Projected",366.11830733066,306.380016630217,440.744056105748,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2038,"Projected",373.611177006508,309.877767764301,454.900661669035,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2039,"Projected",380.419438003284,312.8846351193,466.054892692275,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2040,"Projected",386.514095017925,315.653886179975,478.2799360264,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2041,"Projected",391.167340955719,317.863082681781,490.743574236204,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2042,"Projected",394.751450521767,317.801596777167,500.461364685474,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2043,"Projected",397.308310782748,317.487185226612,509.737338232041,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2044,"Projected",399.458883948617,317.020277985151,518.855570468968,"people diagnosed","output/incidence_projections.csv"
"Incidence (cases)","mantle_cell","Mantle cell lymphoma (MCL)","NHL subtype","Males",,2045,"Projected",400.981359755836,315.720306844751,526.521170864871,"people diagnosed","output/incidence_projections.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1982,"Historical",13.4838486542745,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1983,"Historical",13.3863914374049,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1984,"Historical",14.2232297169674,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1985,"Historical",14.1869687703002,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1986,"Historical",14.6286292690876,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1987,"Historical",16.0409684952084,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1988,"Historical",15.492277378852,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1989,"Historical",16.2909936107132,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1990,"Historical",16.9871558299252,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1991,"Historical",17.315415259821,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1992,"Historical",18.4602994129129,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1993,"Historical",18.3329870909221,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1994,"Historical",18.3754796913729,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1995,"Historical",18.5911827331258,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1996,"Historical",19.3748811962201,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1997,"Historical",19.3926011969969,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1998,"Historical",18.917674837998,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,1999,"Historical",19.5710810287141,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2000,"Historical",20.1682674732801,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2001,"Historical",19.6734569319649,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2002,"Historical",20.5581925649762,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2003,"Historical",20.1524062322284,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2004,"Historical",20.4184968177742,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2005,"Historical",20.9089507592296,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2006,"Historical",20.2894587331794,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2007,"Historical",20.4572590198968,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2008,"Historical",20.3348284611999,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2009,"Historical",20.8803818797323,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2010,"Historical",21.0079964931443,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2011,"Historical",21.3683166102729,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2012,"Historical",22.0519124120192,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2013,"Historical",21.596039138837,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2014,"Historical",22.324431441976,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2015,"Historical",21.6693088616804,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2016,"Historical",22.1162694116612,,,"per 100,000 population","output/incidence_historical_asr.csv"
"Incidence (age-standardised rate)","total","Total lymphoma","Headline","Persons",,2017,"Historical",22.5787073194036,,,"per 100,000 population","output/incidence_historical_asr.csv"
